uvrstitev,id,naslov,avtor,povp_ocena,st_ocen,ocena,st_glasov,zbirka,zap_st_knjige_v_zbirki
5181,89357,Sweet Nothings,Catherine Anderson,4.17,3916,91,1,Kendrick/Coulter/Harrigan,3
5181,122126,Sword of the Rightful King,Jane Yolen,3.70,3476,91,1,,
5181,10579,Everything's Eventual,Stephen King,3.97,92694,91,1,,
5181,12413949,White Girl Problems,Babe Walker,3.75,11045,91,1,,
5181,70683,The Force of Reason,Oriana Fallaci,3.93,1153,91,1,,
5181,2857990,The Twin,Gerbrand Bakker,3.86,3120,91,1,,
5181,1961576,The Ferocious Summer: Adelie Penguins and the Warming of Antarctica,Meredith Hooper,3.71,31,91,1,,
5181,237449,The Wu-Tang Manual,The RZA,4.07,1268,91,1,,
5181,6566667,Il cabalista,Nathan Erez,2.67,12,91,1,,
5181,16121427,Elfin,Quinn Loftis,4.10,8580,91,1,The Elfin,1
5181,19311221,A Gentleman in Hell,Elena Sandidge,4.40,5,91,1,,
5181,52872,Flight,Sherman Alexie,3.89,15893,91,1,,
5181,10118172,Spellbound,Cara Lynn Shultz,3.88,12372,91,1,Spellbound,1
5181,1507235,Warrior Spirit,Alex Archer,3.80,705,91,1,Rogue Angel,9
5181,17883595,Lady of Fire,C.S. Woolley,4.50,8,91,1,The Chronicles of Celadmore,5
5181,10429440,Slow Violence and the Environmentalism of the Poor,Rob Nixon,4.36,453,91,1,,
5181,6561743,Dreams of the Dead,Perri O&#39;Shaughnessy,3.67,1053,91,1,Nina Reilly,13
5181,110385,An Offer From a Gentleman,Julia Quinn,3.96,116431,91,1,Bridgertons,3
5181,12086697,Small As A Mustard Seed,Shelli Johnson,4.17,82,91,1,,
5181,10031242,The Marvels Project: Birth of the Super Heroes,Ed Brubaker,3.86,750,91,1,,
5181,13505926,Blueprints Of The Afterlife,Ryan Boudinot,3.69,2240,91,1,,
5181,37187,The Tiger Rising,Kate DiCamillo,3.84,24163,91,1,,
5181,3183956,Indian Summer: The Secret History of the End of an Empire,Alex von Tunzelmann,4.06,3875,91,1,,
5181,17262126,Mastering the Art of Soviet Cooking: A Memoir of Food and Longing,Anya von Bremzen,3.98,3837,91,1,,
5181,8062778,Friendship: A History,Barbara Caine,3.85,13,91,1,,
5181,537070,Gregor and the Code of Claw,Suzanne Collins,4.28,42868,91,2,Underland Chronicles,5
5181,1118772,Dreamscape,Paul Kidd,5.00,5,91,1,,
5181,1127205,Attack Of The Unsinkable Rubber Ducks,Christopher Brookmyre,4.05,2730,91,1,Jack Parlabane,5
5181,12578262,De Achtste Rune,Adrian Stone,3.85,118,91,1,Rune,1
5181,63740,Dreaming the Serpent Spear,Manda Scott,4.39,1700,91,1,Boudica,4
5181,20799220,Snow Like Ashes,Sara Raasch,3.87,71285,91,1,Snow Like Ashes,1
5181,18490708,Echopraxia,Peter Watts,3.86,7811,91,1,Firefall,2
5181,13185182,Daylight in Blossom,Scott McElhaney,4.39,36,91,1,,
5181,7540434,The Case of the Man Who Died Laughing,Tarquin Hall,3.76,4579,91,1,Vish Puri,2
5181,41997,Staying at Daisy's,Jill Mansell,3.88,8074,91,1,,
5181,15953434,The Path of Individual Liberation,Chögyam Trungpa,4.65,217,91,1,The Profound Treasury of the Ocean of Dharma,1
5181,858526,No Stone Unturned: The True Story of the World's Premier Forensic Investigators,Steve    Jackson,4.21,3128,91,1,,
5181,13528359,The Outpost: An Untold Story of American Valor,Jake Tapper,4.25,7381,91,1,,
5181,17262290,Journey,Aaron Becker,4.29,13296,91,1,,
5181,6429264,Life Ascending: The Ten Great Inventions of Evolution,Nick Lane,4.11,4655,91,1,,
5181,5825458,Квест,Boris Akunin,3.76,480,91,1,Жанры,4
5181,15819747,The Savage Boy,Nick Cole,4.12,574,91,1,The Wasteland Saga,2
5181,2074104,The Legend of Colton H. Bryant,Alexandra Fuller,3.94,1874,91,1,,
5181,759844,The Last Days of Judas Iscariot,Stephen Adly Guirgis,4.24,1717,91,1,,
5181,10808013,The Impossible Dead,Ian Rankin,3.96,9902,91,1,Malcolm Fox,2
5181,9829609,Father of the Rain,Lily King,3.94,5722,91,1,,
5181,31539949,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies",J.K. Rowling,4.23,41383,91,1,Pottermore Presents,1
5181,6096829,"Essex County (Essex County, #1-3)",Jeff Lemire,4.32,10415,91,2,,
5181,261903,Eleanora Duse,Helen Sheehy,4.12,32,91,1,,
5181,36333,Loving Will Shakespeare,Carolyn Meyer,3.47,1452,91,1,,
5181,24796231,The Story of My Teeth,Valeria Luiselli,3.50,7125,91,1,,
5181,13618440,Dreams of Gods &amp; Monsters,Laini Taylor,4.10,106496,91,1,Daughter of Smoke &amp; Bone,3
5181,4703427,Dust of Dreams,Steven Erikson,4.31,24873,91,1,Malazan Book of the Fallen,9
5181,22381326,Half a War,Joe Abercrombie,4.03,26330,91,1,Shattered Sea,3
5181,13173303,Strindberg's Star,Jan Wallentin,2.68,824,91,1,,
5181,7136044,Tuck,Stephen R. Lawhead,4.10,6931,91,1,King Raven,3
5181,298972,Archaeologies of the Future: The Desire Called Utopia and Other Science Fictions,Fredric Jameson,4.05,468,91,1,,
5181,23995231,Circling the Sun,Paula McLain,3.93,74530,91,2,,
5181,17378508,"Blue Lily, Lily Blue",Maggie Stiefvater,4.23,144716,91,1,The Raven Cycle,3
5181,32416,Hannibal Rising,Thomas  Harris,3.60,48804,91,1,Hannibal Lecter,4
5181,1839462,Hinter verzauberten Fenstern,Cornelia Funke,4.29,1450,91,1,,
5181,18827426,Everywhere We Go,Dougie Brimson,3.20,276,91,1,Hooligan,1
5181,26720212,A Resistência,Julián Fuks,3.82,943,91,1,,
5181,15768116,The Red Pole of Macau,Ian  Hamilton,3.92,1346,91,1,Ava Lee,4
5181,6361937,Born Under a Million Shadows,Andrea Busfield,4.01,3135,91,1,,
5181,6261057,The War That Killed Achilles: The True Story Of Homer's Iliad And The Trojan War,Caroline Alexander,3.91,1505,91,1,,
5181,17977817,A Fine Romance:  Falling in Love with the English Countryside,Susan Branch,4.51,2398,91,1,,
5181,143020,The Student Bible Dictionary,Johnnie Godwin,4.11,53,91,1,,
5181,140080,Last Scene Alive,Charlaine Harris,3.84,14265,91,1,Aurora Teagarden,7
5181,29972731,Scrappy Little Nobody,Anna Kendrick,3.85,89080,91,1,,
5181,35504431,Turtles All the Way Down,John Green,3.92,400529,91,2,,
5181,25663663,The Charm Bracelet,Viola Shipman,3.79,6056,91,1,,
5181,25814403,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,E.J. Dionne Jr.,4.06,887,91,1,,
5181,30688013,Assassin's Fate,Robin Hobb,4.64,30799,91,1,The Fitz and the Fool,3
5181,18189940,"The Complete Calvin &amp; Hobbes, Volume 4",Bill Watterson,4.73,62,91,1,,
5181,1458813,The Pine Island Paradox,Kathleen Dean Moore,4.29,258,91,1,,
5181,28818619,Even This Page Is White,Vivek Shraya,4.14,1732,91,1,,
5181,13589161,The Old Ways: A Journey on Foot,Robert Macfarlane,4.15,7479,91,1,,
5181,11296924,Entre ciel et terre,Jón Kalman Stefánsson,4.15,4185,91,1,,
5181,42515198,Black Sunday,Tola Rotimi Abraham,3.88,3985,91,1,,
5181,37756626,Wildwood,Elinor Florence,4.23,450,91,1,,
5181,21897149,Dom Wars: Round Three,Lucian Bane,4.27,1257,91,1,Dom Wars,3
5181,701596,Shadow of the Silk Road,Colin Thubron,3.77,3692,91,1,,
5181,27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,4.06,90787,91,1,,
5181,22424,"Transmetropolitan, Vol. 10: One More Time",Warren Ellis,4.52,11162,91,1,,
5181,42084933,Wrong Planet - Searching for your Tribe,Karl Wiggins,4.12,40,91,1,,
5181,447089,The Real &quot;Bravo Two Zero&quot;,Michael Asher,3.91,646,91,1,,
5181,10803121,The Alloy of Law,Brandon Sanderson,4.19,158348,91,1,Mistborn Saga,4
5181,25721449,The Distance To Home,Jenn Bishop,4.31,758,91,1,,
5181,6115261,Dot.Robot,Jason Bradbury,3.21,133,91,1,,
5181,6515073,The Lost World of Genesis One: Ancient Cosmology and the Origins Debate,John H. Walton,4.23,3109,91,1,,
5181,13501245,The Life of Rebecca Jones,Angharad Price,4.13,276,91,1,,
5181,7827982,Senna Versus Prost,Malcolm Folley,4.12,409,91,1,,
5181,41014903,Warcross,Marie Lu,4.14,98837,91,1,Warcross,1
5181,44211477,A Book of Bones,John Connolly,4.21,4339,91,1,Charlie Parker,17
5181,9420697,"The Compound Effect: Jumpstart Your Income, Your Life, Your Success",Darren Hardy,4.25,37492,91,1,,
5181,24365190,Nothing but Shadows,Cassandra Clare,4.43,15191,91,1,Tales from Shadowhunter Academy,4
5332,2522871,Macbeth For Murderers,Roberta Davidson,3.80,5,90,1,,
5332,47695,Harlequin Valentine,Neil Gaiman,3.78,3098,90,1,,
5332,89588,The Visitor,Sheri S. Tepper,3.80,1779,90,1,,
5332,38379,Ring,Kōji Suzuki,3.82,16653,90,2,Ring,1
5332,7870553,The Salt Road,Jane Johnson,3.89,1804,90,1,,
5332,5822347,I'm Down,Mishna Wolff,3.69,7037,90,1,,
5332,643130,Ludie's Life,Cynthia Rylant,4.11,221,90,1,,
5332,505352,Ravenheart,David Gemmell,4.28,6571,90,1,The Rigante,3
5332,178758,Mississippi Sissy,Kevin Sessums,3.63,1540,90,1,,
5332,714863,All's Fairy in Love and War,Rachel Roberts,4.23,893,90,1,Avalon: Web of Magic,8
5332,33478,The Plot: The Secret Story of the Protocols of the Elders of Zion,Will Eisner,3.79,1673,90,2,,
5332,9993763,Anchored,Rachel Haimowitz,3.66,1291,90,1,Belonging,1
5332,5867331,Wicked Prey,John Sandford,4.15,16653,90,1,Lucas Davenport,19
5332,108342,Them: A Memoir of Parents,Francine du Plessix Gray,3.87,579,90,1,,
5332,14865,Vanishing Acts,Jodi Picoult,3.70,99574,90,1,,
5332,111218,Innocent Traitor,Alison Weir,3.95,32962,90,1,,
5332,913033,Michel Houellebecq Coffret en 3 volumes: Les Particules élémentaires ; Plateforme ; Extension du domaine de la lutte,Michel Houellebecq,3.92,163,90,1,,
5332,10344736,The Privileges,Jonathan  Dee,3.27,5674,90,1,,
5332,5618698,Nice Girls Don't Have Fangs,Molly Harper,3.89,26679,90,1,Jane Jameson,1
5332,476008,Abarat,Clive Barker,4.09,26447,90,1,,
5332,30189,Cast in Courtlight,Michelle Sagara,4.12,10344,90,1,Chronicles of Elantra,2
5332,21607,Camouflage,Joe Haldeman,3.64,5878,90,1,,
5332,339443,True to the Game,Teri Woods,4.45,8345,90,1,True to the Game,1
5332,2872,Falling Angels,Tracy Chevalier,3.59,23965,90,1,,
5332,1708120,Night Season,Eileen Wilks,4.06,5214,90,1,World of the Lupi,4
5332,15995394,The Blood Puzzle,Tom Paver,3.67,6,90,1,Redemption,3
5332,10800916,Awake at Dawn,C.C. Hunter,4.25,60186,90,1,Shadow Falls,2
5332,6986632,The Greatest Trade Ever: The Behind-the-Scenes Story of How John Paulson Defied Wall Street and Made Financial History,Gregory Zuckerman,4.05,6611,90,1,,
5332,16033880,Finding Abigail,Carrie Ann Ryan,4.07,665,90,1,"Holiday, Montana",3
5332,15806000,Ґудзик,Irene Rozdobudko,3.84,300,90,1,,
5332,12680069,If I Could Be Like Jennifer Taylor,Barbara Ehrentreu,4.56,34,90,1,,
5332,1143766,Crossed: A Tale of the Fourth Crusade,Nicole Galland,3.61,335,90,1,,
5332,3347892,Envy,Anna Godbersen,3.91,24608,90,1,Luxe,3
5332,1337458,Lost In Translation: Misadventures in English Abroad,Charlie Croker,3.41,343,90,1,,
5332,16718083,The Redemption of Callie &amp; Kayden,Jessica Sorensen,4.10,48742,90,1,The Coincidence,2
5332,10798418,Why We Broke Up,Daniel Handler,3.49,58801,90,1,,
5332,419083,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,3.97,16225,90,1,,
5332,12930,Messenger,Lois Lowry,3.91,125287,90,2,,
5332,16059591,Oblivion: A Memoir,Héctor Abad Faciolince,4.39,11106,90,1,,
5332,1330324,Sea of Poppies,Amitav Ghosh,3.96,24375,90,1,Ibis Trilogy,1
5332,3960692,L'infinito viaggiare,Claudio Magris,3.66,287,90,1,,
5332,17334079,What Really Happened in Peru,Cassandra Clare,3.74,25889,90,1,The Bane Chronicles,1
5332,6783129,"The Cardturner: A Novel about a King, a Queen, and a Joker",Louis Sachar,3.82,9669,90,1,,
5332,7240420,"Zeewater is zout, zeggen ze",Simone Lenaerts,3.60,30,90,1,,
5332,18283046,The Last Days of History “Apostasy The Great Falling Away&quot;,Meshelle Goines,5.00,1,90,1,,
5332,18479831,Staying Strong: 365 Days a Year,Demi Lovato,3.94,10497,90,1,,
5332,39402,The Reluctant Reformer,Lynsay Sands,3.88,2314,90,1,,
5332,7355137,Darke,Angie Sage,4.24,27498,90,1,Septimus Heap,6
5332,10770576,"The Ecstasy of Influence: Nonfictions, Etc.",Jonathan Lethem,3.62,1080,90,1,,
5332,7904453,The Broken Kingdoms,N.K. Jemisin,4.12,28564,90,1,Inheritance,2
5332,165030,Anybody Out There?,Marian Keyes,3.93,59333,90,1,Walsh Family,4
5332,19577804,Imperial Grunts: The American Military on the Ground,Robert D. Kaplan,3.96,1628,90,1,,
5332,20667,A Primate's Memoir,Robert M. Sapolsky,4.36,6633,90,1,,
5332,6335159,Radiohead and Philosophy: Fitter Happier More Deductive,Brandon W. Forbes,3.73,220,90,1,,
5332,18371664,Breaking Point,Lindsay McKenna,4.04,376,90,1,Shadow Warriors,5
5332,11099156,"Sister Citizen: Shame, Stereotypes, and Black Women in America",Melissa V. Harris-Perry,4.25,3255,90,1,,
5332,6646102,Devils in Exile,Chuck Hogan,3.83,1134,90,1,,
5332,18760496,Um Milionário em Lisboa,José Rodrigues dos Santos,4.20,1725,90,1,Kaloust Sarkisian,2
5332,2576940,"Nothing Lasts Forever;[And], Tell Me Your Dreams",Sidney Sheldon,4.03,305,90,1,,
5332,2371356,Provenance,Alex Archer,3.72,616,90,1,Rogue Angel,11
5332,17883618,The Derek Long Saga,C.S. Woolley,5.00,3,90,1,Nicolette Mace: The Raven Siren,3
5332,12615008,"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,3.10,59527,90,1,,
5332,18285846,Wantin,Truth Devour,4.05,106,90,1,Wantin,1
5332,45252,Pandora's Star,Peter F. Hamilton,4.23,46281,90,2,Commonwealth Saga,1
5332,23929340,Go Away Girl: A Parody,Luke Young,3.66,379,90,1,,
5332,21047994,Broadchurch,Erin Kelly,4.03,2529,90,1,,
5332,9776427,Mata e Jaan Hai Tu / متاعِ جاں ہے تُو,Farhat Ishtiaq,4.04,562,90,1,,
5332,2050213,The Appointment,Herta Müller,3.39,3294,90,1,,
5332,13542990,"Marbles: Mania, Depression, Michelangelo, and Me",Ellen Forney,3.99,14018,90,1,,
5332,1345120,Scribbling the Cat: Travels with an African Soldier,Alexandra Fuller,3.79,4772,90,1,,
5332,618260,Return to the Whorl,Gene Wolfe,4.30,1286,90,1,The Book of the Short Sun,3
5332,2688775,The Wild Places,Robert Macfarlane,4.26,3760,90,1,,
5332,404828,Dreaming the Hound,Manda Scott,4.37,1812,90,1,Boudica,3
5332,19245069,Stolen Songbird,Danielle L. Jensen,3.91,25272,90,1,The Malediction Trilogy,1
5332,18775423,Soldier Girls: The Battles of Three Women at Home and at War,Helen Thorpe,3.82,2164,90,1,,
5332,147537,Franklin and Winston: An Intimate Portrait of an Epic Friendship,Jon Meacham,4.12,7096,90,1,,
5332,42002,Millie's Fling,Jill Mansell,3.76,10392,90,1,,
5332,8242117,I Remember Nothing: and Other Reflections,Nora Ephron,3.76,25022,90,1,,
5332,16120434,Fairytales for Wilde Girls,Allyse Near,4.17,1041,90,1,,
5332,18406251,The Market Gardener: A Handbook for Successful Small-Scale Organic Farming,Jean-Martin Fortier,4.50,1116,90,1,,
5332,24871159,Repeat Offender: Sin City's Most Prolific Criminal and the Cop Who Caught Him,Bradley Nickell,4.15,158,90,1,,
5332,17162149,Crux,Ramez Naam,4.13,9491,90,1,Nexus,2
5332,10299693,Uśmiech Pol Pota. o pewnej szwedzkiej podróży przez Kambodżę Czerwonych Khmerów,Peter Fröberg Idling,3.86,801,90,1,,
5332,247925,Pelagia and the Black Monk,Boris Akunin,4.01,1661,90,1,Sister Pelagia Mysteries,2
5332,13585519,Mutated ,Joe McKinney,3.92,1122,90,1,Dead World,4
5332,645630,Goth Chic: A Connoisseur's Guide to Dark Culture,Gavin Baddeley,3.70,337,90,1,,
5332,3106266,Boys Will Be Boys: The Glory Days and Party Nights of the Dallas Cowboys Dynasty,Jeff Pearlman,4.07,7688,90,1,,
5332,6713625,The Complaints,Ian Rankin,3.88,15471,90,1,Malcolm Fox,1
5332,2699739,The Shadow Factory: The Ultra-Secret NSA from 9/11 to the Eavesdropping on America,James Bamford,3.86,1566,90,1,,
5332,7091882,A Quiet Flame,Philip Kerr,4.18,6745,90,1,Bernie Gunther,5
5332,1039799,Doctor Who: Spare Parts,Marc Platt,4.28,703,90,1,,
5332,114192,Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present,Harriet A. Washington,4.38,5917,90,1,,
5332,36336,"Patience, Princess Catherine",Carolyn Meyer,3.79,2539,90,1,Young Royals,4
5332,938544,Toll the Hounds,Steven Erikson,4.36,27811,90,1,Malazan Book of the Fallen,8
5332,22454302,Half the World,Joe Abercrombie,4.20,32540,90,1,Shattered Sea,2
5332,17657649,Dear Mr. Knightley,Katherine Reay,3.93,14189,90,1,,
5332,22500627,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,3.90,58102,90,1,,
5332,25999106,Mãn,Kim Thúy,3.81,2944,90,1,,
5332,16190473,Wings of a Sparrow,Dougie Brimson,4.18,92,90,1,,
5332,6365525,Leite Derramado,Chico Buarque,3.73,2529,90,1,,
5332,13091513,The Wild Beasts of Wuhan,Ian  Hamilton,3.86,1342,90,1,Ava Lee,3
5332,15777621,This Song Will Save Your Life,Leila Sales,3.91,26108,90,1,,
5332,2967376,Tangled in Wisteria,J. Andrew Lockhart,5.00,8,90,1,,
5332,413681,David Attenborough's Life on Air: Memoirs of a Broadcaster,David Attenborough,4.42,3582,90,1,,
5332,30688435,Exit West,Mohsin Hamid,3.78,117580,90,1,,
5332,34913667,A Skinful of Shadows,Frances Hardinge,4.01,6800,90,1,,
5332,86890,Little Black Book of Stories,A.S. Byatt,3.80,2565,90,2,,
5332,2655755,Tyndale Bible Dictionary,Walter A. Elwell,4.14,7,90,1,,
5332,140089,Dead Over Heels,Charlaine Harris,3.80,16019,90,1,Aurora Teagarden,5
5332,30253864,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,3.93,109722,90,1,,
5332,25816988,Pacific: The Ocean of the Future,Simon Winchester,4.02,3160,90,1,,
5332,33571713,A Column of Fire,Ken Follett,4.19,86747,90,1,Kingsbridge,3
5332,5452,Girls in Pants: The Third Summer of the Sisterhood,Ann Brashares,3.82,78170,90,1,Sisterhood,3
5332,30831912,Norse Mythology,Neil Gaiman,4.08,260269,90,1,,
5332,40610956,Fool's Quest ,Robin Hobb,4.52,34059,90,1,The Fitz and The Fool,2
5332,25893698,Dodgers,Bill Beverly,3.88,5689,90,1,,
5332,19150927,Saving Amelie,Cathy Gohlke,4.23,2707,90,1,,
5332,589778,Shell Shaker,LeAnne Howe,3.81,597,90,1,,
5332,33621427,Home Fire,Kamila Shamsie,4.05,50652,90,1,,
5332,39893545,The Vanishing Stair,Maureen Johnson,4.22,49656,90,1,Truly Devious,2
5332,52905796,Night Theater,Vikram Paralkar,3.69,1937,90,1,,
5332,34189556,The Wife Between Us,Greer Hendricks,3.85,270496,90,1,,
5332,22060845,Dom Wars: Round Four,Lucian Bane,4.32,1002,90,1,Dom Wars,4
5332,25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,3.93,44878,90,1,,
5332,18739426,The Bands of Mourning,Brandon Sanderson,4.39,90616,90,1,Mistborn,6
5332,27414384,Wish,Barbara O&#39;Connor,4.32,10342,90,1,,
5332,31538647,Hogwarts: An Incomplete and Unreliable Guide,J.K. Rowling,4.20,28442,90,1,Pottermore Presents,3
5332,1015809,Paranormal Puppet Show,Justin Richards,3.94,82,90,1,The Invisible Detective,1
5332,17861712,The Lost World of Scripture: Ancient Literary Culture and Biblical Authority,John H. Walton,4.28,221,90,1,,
5332,23314832,Grand Prix: Formula One in the deadly years,Richard Melville,3.80,54,90,1,,
5332,34728667,Children of Blood and Bone,Tomi Adeyemi,4.08,195957,90,1,Legacy of Orïsha,1
5332,17779550,Last Train to Istanbul,Ayşe Kulin,3.87,25384,90,1,,
5332,2173611,House of Many Ways,Diana Wynne Jones,4.06,31300,90,1,Howl's Moving Castle,3
5332,42192440,Heartstopper: Volume One,Alice Oseman,4.53,143577,90,1,Heartstopper,1
5332,39863238,A Memory Called Empire,Arkady Martine,4.15,31203,90,1,Teixcalaan,1
5332,38484700,"Le visionarie. Fantascienza, fantasy e femminismo: un'antologia",Ann VanderMeer,4.12,1042,90,1,,
5332,56222934,Ο Δον Υπαστυνόμος,Δημήτρης Καρακίτσος,4.20,91,90,1,,
5332,6050821,Veriruusut,Anneli Kanto,4.25,243,90,1,,
5332,32762937,Flashback,Shannon Messenger,4.41,15222,90,1,Keeper of the Lost Cities,7
5471,29519,Conspiracy of Fools,Kurt Eichenwald,4.12,6319,89,1,,
5471,8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,3298,89,1,,
5471,89582,The Margarets,Sheri S. Tepper,3.87,1632,89,1,,
5471,6520,My Friend Leonard,James Frey,3.84,44284,89,1,,
5471,3372151,From A to X: A Story in Letters,John Berger,3.84,1241,89,1,,
5471,818811,Escape,Carolyn Jessop,3.91,45532,89,1,,
5471,6405203,Sorcha de Mallaig,Diane Lacombe,3.81,135,89,1,Mallaig,3
5471,1206359,Fearless,Tim Lott,3.83,1259,89,1,,
5471,6933118,Rock and Roll Will Save Your Life: A Book by and for the Fanatics Among Us,Steve Almond,3.65,1070,89,1,,
5471,2880715,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,4.32,29853,89,1,,
5471,607931,Good Masters! Sweet Ladies!: Voices from a Medieval Village,Laura Amy Schlitz,3.66,8066,89,1,,
5471,8721755,Postcard Killers,James Patterson,3.81,26386,89,1,,
5471,19298,The Swords of Night and Day,David Gemmell,4.33,8473,89,1,The Drenai Saga,11
5471,499261,Song of the Unicorns,Rachel Roberts,4.17,978,89,1,Avalon: Web of Magic,7
5471,259068,Shug,Jenny Han,3.99,10804,89,1,,
5471,35982,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,3.77,110860,89,1,,
5471,106076,Batman: Dark Victory,Jeph Loeb,4.14,28865,89,1,,
5471,11277975,"Where He Belongs (Belonging, #0.5)",Rachel Haimowitz,3.58,240,89,1,,
5471,888927,Hidden Prey,John Sandford,4.11,16654,89,1,Lucas Davenport,15
5471,668730,Daughter of Venice,Donna Jo Napoli,3.72,3058,89,1,,
5471,169794,State of the Union,Douglas Kennedy,3.79,2628,89,1,,
5471,844355,"The Ultimates, Volume 1: Super-Human",Mark Millar,4.10,8693,89,1,,
5471,14461,Kitty and the Midnight Hour,Carrie Vaughn,3.68,33729,89,1,Kitty Norville,1
5471,8616554,The Book of Deacon,Joseph R. Lallo,3.85,9919,89,1,The Book of Deacon,1
